Localidade,Endereco,M2,Preco,R$/M2,Latitude,Longitude,Tipo,Quarto,Banheiro,Vaga
"Apartamento para comprar com 72 m², 2 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",Rua dos Caçadores,72.0,519000.0,7208.333333333333,-26.9151761,-49.1146688,Apartamento,2,2,1
"Apartamento para comprar com 47 m², 1 quarto, 1 banheiro em Victor Konder, Blumenau",Rua Max Hering,47.0,385000.0,8191.489361702128,-26.9081659,-49.0777705,Apartamento,1,1,0
"Casa de condomínio para comprar com 314 m², 3 quartos, 5 banheiros em Velha, Blumenau",Rua Fritz Wolfram Neto,314.0,2610000.0,8312.101910828025,-26.9209413,-49.0962637,Casa,3,5,0
"Sobrado para comprar com 125 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Norte, Blumenau",,125.0,450000.0,3600.0,-27.0797576,-48.9100801,Sobrado,2,2,1
"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em Escola Agrícola, Blumenau",,54.0,409950.0,7591.666666666667,-27.0797576,-48.9100801,Apartamento,2,1,1
"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em Escola Agrícola, Blumenau",,54.0,395865.0,7330.833333333333,-27.0797576,-48.9100801,Apartamento,2,1,1
"Apartamento para comprar com 204 m², 4 quartos, 1 banheiro, 2 vagas em Ponta Aguda, Blumenau",Rua Paraguay,204.0,1420000.0,6960.78431372549,-26.915765,-49.0633072,Apartamento,4,1,2
"Casa para comprar com 160 m², 3 quartos, 2 banheiros, 1 vaga em Velha Central, Blumenau",Rua Quixabas,160.0,700000.0,4375.0,-26.9280769,-49.1259381,Casa,3,2,1
"Apartamento para comprar com 49 m², 2 quartos, 2 banheiros, 1 vaga em Itoupavazinha, Blumenau",,49.0,296000.0,6040.816326530612,-27.0797576,-48.9100801,Apartamento,2,2,1
"Cobertura para comprar com 153 m², 3 quartos, 3 banheiros, 2 vagas em Garcia, Blumenau",Rua Amazonas,153.0,980000.0,6405.228758169935,-26.9391572,-49.0676793,Cobertura,3,3,2
"Apartamento para comprar com 200 m², 3 quartos, 3 banheiros em Jardim Blumenau, Blumenau",Rua Coronel Vidal Ramos,200.0,600000.0,3000.0,-26.9257877,-49.0629944,Apartamento,3,3,0
"Casa de condomínio para comprar com 319 m², 3 quartos, 4 banheiros, 2 vagas em Itoupava Central, Blumenau",Rua Flamboyant,319.0,1787000.0,5601.880877742947,-26.8287011,-49.0860452,Casa,3,4,2
"Casa para comprar com 279 m², 4 quartos, 4 banheiros, 4 vagas em Escola Agrícola, Blumenau",Rua Ricardo Paul,279.0,1390000.0,4982.078853046595,-26.8909252,-49.0939695,Casa,4,4,4
"Galpão/Depósito/Armazém para comprar com 375 m², 6 banheiros, 10 vagas em Velha, Blumenau",Rua Araras,375.0,1200000.0,3200.0,-26.9239004,-49.0916836,Galpão/Depósito/Armazém,0,6,10
"Lote/Terreno para comprar com 360 m² em Velha, Blumenau",Rua Atanagildo José Nunes,360.0,270000.0,750.0,-26.9219547,-49.1165201,Lote/Terreno,0,0,0
"Casa para comprar com 139 m², 3 quartos, 3 banheiros, 1 vaga em Água Verde, Blumenau",Rua Maria Popper,139.0,760000.0,5467.625899280575,-26.9124559,-49.1047131,Casa,3,3,1
"Casa para comprar com 105 m², 3 quartos, 1 banheiro, 2 vagas em Velha Central, Blumenau",Rua Emília Zucco,105.0,680000.0,6476.190476190476,-26.9286402,-49.1235276,Casa,3,1,2
"Casa para comprar com 136 m², 3 quartos, 1 banheiro, 2 vagas em Tribess, Blumenau",Rua Ottilie Tribess,136.0,700000.0,5147.058823529412,-26.8716566,-49.0516942,Casa,3,1,2
"Casa para comprar com 150 m², 3 quartos, 1 banheiro, 1 vaga em Tribess, Blumenau",,150.0,501503.0,3343.353333333333,-27.0797576,-48.9100801,Casa,3,1,1
"Casa de condomínio para comprar com 292 m², 3 quartos, 4 banheiros, 4 vagas em Vorstadt, Blumenau",,292.0,1600000.0,5479.45205479452,-27.0797576,-48.9100801,Casa,3,4,4
"Apartamento para comprar com 116 m², 3 quartos, 2 banheiros, 3 vagas em Jardim Blumenau, Blumenau",Rua Doutor Luiz de Freitas Melro,116.0,749000.0,6456.896551724138,-26.9250537,-49.0604253,Apartamento,3,2,3
"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em Itoupava Seca, Blumenau",Rua Iguape,83.0,792870.0,9552.650602409638,-26.9051332,-49.0808271,Apartamento,3,2,2
"Casa para comprar com 280 m², 3 quartos, 4 banheiros, 10 vagas em Água Verde, Blumenau",,280.0,950000.0,3392.8571428571427,-27.0797576,-48.9100801,Casa,3,4,10
"Casa para comprar com 250 m², 3 quartos, 3 banheiros, 2 vagas em Escola Agrícola, Blumenau",,250.0,1400000.0,5600.0,-27.0797576,-48.9100801,Casa,3,3,2
"Lote/Terreno para comprar com 432 m² em Badenfurt, Blumenau",,432.0,453000.0,1048.611111111111,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 427 m² em Fortaleza Alta, Blumenau",,427.0,270000.0,632.3185011709602,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 250 m², 5 quartos, 6 banheiros, 6 vagas em Velha, Blumenau",,250.0,1200000.0,4800.0,-27.0797576,-48.9100801,Casa,5,6,6
"Casa para comprar com 539 m², 6 quartos, 2 banheiros, 2 vagas em Velha, Blumenau",,539.0,4290000.0,7959.183673469388,-27.0797576,-48.9100801,Casa,6,2,2
"Lote/Terreno para comprar com 757 m² em Fortaleza, Blumenau",,757.0,450000.0,594.45178335535,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 309 m², 3 quartos, 3 banheiros, 2 vagas em Água Verde, Blumenau",,309.0,1100000.0,3559.8705501618124,-27.0797576,-48.9100801,Casa,3,3,2
"Apartamento para comprar com 107 m², 2 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",,107.0,650000.0,6074.7663551401865,-27.0797576,-48.9100801,Apartamento,2,2,1
"Sobrado para comprar com 250 m², 3 quartos, 3 banheiros, 4 vagas em Itoupava Norte, Blumenau",,250.0,1250000.0,5000.0,-27.0797576,-48.9100801,Sobrado,3,3,4
"Casa para comprar com 195 m², 3 quartos, 3 banheiros, 2 vagas em Velha Central, Blumenau",,195.0,990000.0,5076.923076923077,-27.0797576,-48.9100801,Casa,3,3,2
"Casa para comprar com 329 m², 3 quartos, 4 banheiros, 6 vagas em Itoupava Seca, Blumenau",,329.0,2650000.0,8054.711246200608,-27.0797576,-48.9100801,Casa,3,4,6
"Casa para comprar com 320 m², 3 quartos, 4 banheiros, 2 vagas em Itoupava Central, Blumenau",Rua Gustavo Zimmermann,320.0,1795000.0,5609.375,-26.8408309,-49.0893773,Casa,3,4,2
"Casa para comprar com 152 m², 3 quartos, 2 banheiros, 3 vagas em Itoupava Central, Blumenau",Rua Ricardo Belz,152.0,600000.0,3947.368421052632,-26.7930571,-49.101517,Casa,3,2,3
"Casa para comprar com 279 m², 3 quartos, 4 banheiros, 2 vagas em Velha, Blumenau",Rua São Dimas,279.0,1530000.0,5483.870967741936,-26.9271788,-49.1115085,Casa,3,4,2
"Apartamento para comprar com 69-71 m², 2 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",Rua dos Caçadores,71.0,440000.0,6197.183098591549,-26.9151761,-49.1146688,Apartamento,2,2,1
"Apartamento para comprar com 156 m², 3 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",Rua João Pessoa,156.0,1140000.0,7307.692307692308,-26.9240294,-49.1020425,Apartamento,3,3,2
"Apartamento para comprar com 88 m², 3 quartos, 3 banheiros, 1 vaga em Tribess, Blumenau",,88.0,642917.0,7305.875,-27.0797576,-48.9100801,Apartamento,3,3,1
"Casa para comprar com 306 m², 3 quartos, 1 banheiro em Itoupava Seca, Blumenau",,306.0,1800000.0,5882.35294117647,-27.0797576,-48.9100801,Casa,3,1,0
"Apartamento para comprar com 89 m², 2 quartos, 2 banheiros, 1 vaga em Do Salto, Blumenau",Rua Bahia,89.0,460000.0,5168.539325842697,-26.9006639,-49.1441904,Apartamento,2,2,1
"Casa para comprar com 75 m², 2 quartos, 2 banheiros, 1 vaga em Ribeirão Fresco, Blumenau",Rua dos Candangos,75.0,350000.0,4666.666666666667,-26.9272804,-49.0413614,Casa,2,2,1
"Apartamento para comprar com 90 m², 2 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",Rua Professor Luiz Schwarz,90.0,800000.0,8888.888888888889,-26.915124,-49.0813907,Apartamento,2,3,2
"Casa de condomínio para comprar com 645 m², 4 quartos, 3 banheiros, 5 vagas em Do Salto, Blumenau",Rua Roland Riediger,645.0,1349000.0,2091.4728682170544,-26.8920281,-49.0932592,Casa,4,3,5
"Casa para comprar com 170 m², 3 quartos, 3 banheiros, 2 vagas em Passo Manso, Blumenau",Rua Ernesto Hadlich,170.0,750000.0,4411.764705882353,-26.9071004,-49.1445589,Casa,3,3,2
"Apartamento para comprar com 92 m², 3 quartos, 2 banheiros, 1 vaga em Vila Nova, Blumenau",Rua Afonso Pena,92.0,829308.0,9014.217391304348,-26.9040608,-49.0874886,Apartamento,3,2,1
"Fazenda/Sítio/Chácara para comprar com 240 m², 3 quartos, 3 banheiros, 4 vagas em Glória, Blumenau",Rua Herundina dos Santos,240.0,2300000.0,9583.333333333334,-26.9646829,-49.0510201,Fazenda/Sítio/Chácara,3,3,4
"Casa de condomínio para comprar com 301 m², 4 quartos, 4 banheiros, 4 vagas em Itoupava Seca, Blumenau",Rua Richard Franz Parucker,301.0,3190000.0,10598.006644518273,-26.8789616,-49.0949368,Casa,4,4,4
"Apartamento para comprar com 148 m², 3 quartos, 4 banheiros, 2 vagas em Jardim Blumenau, Blumenau",,148.0,1370000.0,9256.756756756757,-27.0797576,-48.9100801,Apartamento,3,4,2
"Cobertura para comprar com 299 m², 3 quartos, 5 banheiros, 3 vagas em Ponta Aguda, Blumenau",,299.0,1750000.0,5852.842809364549,-27.0797576,-48.9100801,Cobertura,3,5,3
"Casa para comprar com 139 m², 2 quartos, 3 banheiros, 2 vagas em Escola Agrícola, Blumenau",Rua Adolfo Hass,139.0,649000.0,4669.064748201439,-26.8904948,-49.1071799,Casa,2,3,2
"Apartamento para comprar com 101 m², 3 quartos, 2 banheiros, 2 vagas em Vorstadt, Blumenau",,101.0,799000.0,7910.891089108911,-27.0797576,-48.9100801,Apartamento,3,2,2
"Casa para comprar com 172 m², 3 quartos, 2 banheiros, 2 vagas em Velha, Blumenau",,172.0,850000.0,4941.860465116279,-27.0797576,-48.9100801,Casa,3,2,2
"Casa para comprar com 95 m², 3 quartos, 3 banheiros, 2 vagas em Salto Weissbach, Blumenau",Rua Erich Lubke,95.0,470000.0,4947.368421052632,-26.9037502,-49.1288214,Casa,3,3,2
"Casa para comprar com 88 m², 2 quartos, 1 banheiro, 1 vaga em Passo Manso, Blumenau",Rua das Oliveiras,88.0,560000.0,6363.636363636364,-26.9063208,-49.1431326,Casa,2,1,1
"Apartamento para comprar com 103 m², 3 quartos, 2 banheiros, 1 vaga em Garcia, Blumenau",,103.0,499000.0,4844.660194174758,-27.0797576,-48.9100801,Apartamento,3,2,1
"Apartamento para comprar com 68 m², 2 quartos, 1 banheiro, 1 vaga em Salto Weissbach, Blumenau",Rua Norberto Achterberg,68.0,289000.0,4250.0,-26.9013788,-49.1298006,Apartamento,2,1,1
"Lote/Terreno para comprar com 12 m² em Fortaleza Alta, Blumenau",Rua Theodor Kleine,12.0,175000.0,14583.333333333334,-26.8500541,-49.050724,Lote/Terreno,0,0,0
"Casa de condomínio para comprar com 535-550 m², 4 quartos, 4 banheiros, 4 vagas em Itoupava Norte, Blumenau",Rua dos Ficus,550.0,3500000.0,6363.636363636364,-26.886824,-49.0721484,Casa,4,4,4
"Apartamento para comprar com 200 m², 3 quartos, 4 banheiros, 3 vagas em Bom Retiro, Blumenau",,200.0,2990000.0,14950.0,-27.0797576,-48.9100801,Apartamento,3,4,3
"Casa para comprar com 230 m², 3 quartos, 3 banheiros, 2 vagas em Salto do Norte, Blumenau",,230.0,819000.0,3560.8695652173915,-27.0797576,-48.9100801,Casa,3,3,2
"Apartamento para comprar com 137 m², 3 quartos, 4 banheiros, 2 vagas em Centro, Blumenau",,137.0,1420000.0,10364.963503649637,-27.0797576,-48.9100801,Apartamento,3,4,2
"Casa para comprar com 230 m², 3 quartos, 2 banheiros, 4 vagas em Salto do Norte, Blumenau",,230.0,819000.0,3560.8695652173915,-27.0797576,-48.9100801,Casa,3,2,4
"Casa para comprar com 137 m², 3 quartos, 1 banheiro, 3 vagas em Itoupava Norte, Blumenau",,137.0,950000.0,6934.306569343065,-27.0797576,-48.9100801,Casa,3,1,3
"Sala/Conjunto para comprar com 80 m², 2 banheiros, 1 vaga em Garcia, Blumenau",Rua Prefeito Frederico Busch Júnior,80.0,330000.0,4125.0,-26.9288382,-49.0563716,Sala/Conjunto,0,2,1
"Lote/Terreno para comprar com 351 m² em Velha, Blumenau",Rua Fritz Wolfram Neto,351.0,599000.0,1706.5527065527065,-26.9209413,-49.0962637,Lote/Terreno,0,0,0
"Cobertura para comprar com 208 m², 4 quartos, 5 banheiros, 2 vagas em Garcia, Blumenau",Rua Amazonas,208.0,1050000.0,5048.076923076923,-26.9391572,-49.0676793,Cobertura,4,5,2
"Apartamento para comprar com 30 m², 1 quarto, 1 banheiro, 1 vaga em Velha, Blumenau",,30.0,358000.0,11933.333333333334,-27.0797576,-48.9100801,Apartamento,1,1,1
"Apartamento para comprar com 31 m², 1 quarto, 1 banheiro, 1 vaga em Itoupava Seca, Blumenau",,31.0,350000.0,11290.32258064516,-27.0797576,-48.9100801,Apartamento,1,1,1
"Casa para comprar com 180 m², 4 quartos, 3 banheiros, 4 vagas em Escola Agrícola, Blumenau",,180.0,1100000.0,6111.111111111111,-27.0797576,-48.9100801,Casa,4,3,4
"Lote/Terreno para comprar com 360 m² em Centro, Blumenau",,360.0,780000.0,2166.6666666666665,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 393 m² em Ponta Aguda, Blumenau",,393.0,290000.0,737.9134860050891,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 393 m² em Ponta Aguda, Blumenau",,393.0,290000.0,737.9134860050891,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 55 m² em Itoupava Seca, Blumenau",,55.0,3500000.0,63636.36363636364,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 57 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Seca, Blumenau",,57.0,602642.0,10572.666666666666,-27.0797576,-48.9100801,Apartamento,2,2,1
"Galpão/Depósito/Armazém para comprar com 3200 m², 6 banheiros, 12 vagas em Itoupavazinha, Blumenau",,3200.0,5900000.0,1843.75,-27.0797576,-48.9100801,Galpão/Depósito/Armazém,0,6,12
"Galpão/Depósito/Armazém para comprar com 575 m², 3 banheiros em Salto do Norte, Blumenau",,575.0,2300000.0,4000.0,-27.0797576,-48.9100801,Galpão/Depósito/Armazém,0,3,0
"Casa para comprar com 196 m², 4 quartos, 3 banheiros, 3 vagas em Escola Agrícola, Blumenau",,196.0,949000.0,4841.836734693878,-27.0797576,-48.9100801,Casa,4,3,3
"Lote/Terreno para comprar com 43356 m² em Itoupava Central, Blumenau",,43356.0,4500000.0,103.79186271796291,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 260 m² em Água Verde, Blumenau",,260.0,299999.0,1153.8423076923077,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 76 m², 2 quartos, 2 banheiros, 2 vagas em Velha, Blumenau",,76.0,830000.0,10921.052631578948,-27.0797576,-48.9100801,Apartamento,2,2,2
"Lote/Terreno para comprar com 350 m² em Velha Central, Blumenau",,350.0,679998.0,1942.8514285714289,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 56 m², 1 quarto, 2 banheiros, 1 vaga em Centro, Blumenau",,56.0,580000.0,10357.142857142857,-27.0797576,-48.9100801,Apartamento,1,2,1
"Lote/Terreno para comprar com 607 m² em Garcia, Blumenau",,607.0,600000.0,988.4678747940692,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 399 m², 4 quartos, 7 banheiros, 4 vagas em Itoupava Central, Blumenau",Rua Ivo Radloff,399.0,1100000.0,2756.8922305764413,-26.8454259,-49.0802931,Casa,4,7,4
"Casa para comprar com 235 m², 4 quartos, 3 banheiros, 3 vagas em Itoupava Norte, Blumenau",Rua Damasco,235.0,970000.0,4127.659574468085,-26.8711032,-49.0781622,Casa,4,3,3
"Casa para comprar com 188 m², 4 quartos, 2 banheiros, 2 vagas em Progresso, Blumenau",Rua Emílio Tallmann,188.0,1800000.0,9574.468085106382,-26.9614627,-49.0791636,Casa,4,2,2
"Casa para comprar com 551 m², 6 quartos, 5 banheiros, 4 vagas em Itoupava Norte, Blumenau",Rua 1° de Janeiro,551.0,4780000.0,8675.136116152451,-26.8664136,-49.0833358,Casa,6,5,4
"Apartamento para comprar com 71-72 m², 1 quarto, 1 banheiro, 1 vaga em Itoupava Seca, Blumenau",Rua São Paulo,72.0,555559.0,7716.097222222223,-26.895011,-49.0806485,Apartamento,1,1,1
"Apartamento para comprar com 92 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Seca, Blumenau",Rua São Paulo,92.0,512189.0,5567.271739130435,-26.895011,-49.0806485,Apartamento,2,2,1
"Casa para comprar com 115 m², 2 quartos, 2 banheiros, 2 vagas em Itoupava Norte, Blumenau",Rua Quatro de Fevereiro,115.0,450000.0,3913.0434782608695,-26.8836786,-49.075692,Casa,2,2,2
"Casa de condomínio para comprar com 375 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,375.0,340000.0,906.6666666666666,-26.9067767,-49.024969,Casa,0,0,0
"Apartamento para comprar com 36 m², 1 quarto, 1 banheiro, 1 vaga em Itoupava Seca, Blumenau",Rua Teresópolis,36.0,321359.0,8926.638888888889,-26.9038298,-49.0804466,Apartamento,1,1,1
"Apartamento para comprar com 78 m², 2 quartos, 1 banheiro, 1 vaga em Victor Konder, Blumenau",Rua Alexandre Caetano,78.0,365000.0,4679.48717948718,-26.9072528,-49.0777782,Apartamento,2,1,1
"Sala/Conjunto para comprar com 250 m², 3 banheiros em Progresso, Blumenau",Rua Progresso,250.0,960000.0,3840.0,-26.9650502,-49.0717578,Sala/Conjunto,0,3,0
"Apartamento para comprar com 65 m², 2 quartos, 2 banheiros, 1 vaga em Garcia, Blumenau",Rua Soroptimistas,65.0,420000.0,6461.538461538462,-26.9378004,-49.0665872,Apartamento,2,2,1
"Sobrado para comprar com 211 m², 3 quartos, 4 banheiros, 2 vagas em Ponta Aguda, Blumenau",Rua Nestor Seara Heusi,211.0,1190000.0,5639.810426540284,-26.9078197,-49.0471093,Sobrado,3,4,2
"Sobrado para comprar com 77-82 m², 2 quartos, 2 banheiros, 1 vaga em Salto do Norte, Blumenau",,82.0,379000.0,4621.951219512195,-27.0797576,-48.9100801,Sobrado,2,2,1
"Apartamento para comprar com 112-115 m², 3 quartos, 2 banheiros, 2 vagas em Velha, Blumenau",,115.0,850000.0,7391.304347826087,-27.0797576,-48.9100801,Apartamento,3,2,2
"Sala/Conjunto para comprar com 67 m², 1 banheiro em Vila Nova, Blumenau",Rua Theodoro Holtrup,67.0,626324.0,9348.119402985074,-26.9067095,-49.0857812,Sala/Conjunto,0,1,0
"Apartamento para comprar com 61 m², 2 quartos, 2 banheiros, 1 vaga em Fortaleza, Blumenau",Rua Francisco Vahldieck,61.0,510000.0,8360.655737704918,-26.882788,-49.0708101,Apartamento,2,2,1
"Casa de condomínio para comprar com 135 m², 3 quartos, 3 banheiros, 2 vagas em Vila Nova, Blumenau",Rua Professor João Boos,135.0,1089000.0,8066.666666666667,-26.9019429,-49.0862444,Casa,3,3,2
"Apartamento para comprar com 67 m², 2 quartos, 1 banheiro, 1 vaga em Itoupava Central, Blumenau",Rua Carlos Roesel,67.0,300000.0,4477.611940298508,-26.7897558,-49.0928048,Apartamento,2,1,1
"Casa para comprar com 68 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Norte, Blumenau",,68.0,400000.0,5882.35294117647,-27.0797576,-48.9100801,Casa,2,2,1
"Apartamento para comprar com 66 m², 2 quartos, 2 banheiros, 1 vaga em Água Verde, Blumenau",Rua Coruripe,66.0,399990.0,6060.454545454545,-26.9110979,-49.1244632,Apartamento,2,2,1
"Lote/Terreno para comprar com 1048 m² em Ponta Aguda, Blumenau",Rua das Missões,1048.0,700000.0,667.9389312977099,-26.910877,-49.0670606,Lote/Terreno,0,0,0
"Apartamento para comprar com 57 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Norte, Blumenau",,57.0,367000.0,6438.596491228071,-27.0797576,-48.9100801,Apartamento,2,2,1
"Apartamento para comprar com 90 m², 3 quartos, 1 banheiro, 1 vaga em Velha, Blumenau",,90.0,370000.0,4111.111111111111,-27.0797576,-48.9100801,Apartamento,3,1,1
"Casa para comprar com 68 m², 2 quartos, 2 banheiros em Escola Agrícola, Blumenau",Rua Maria dos Santos Pacheco,68.0,530000.0,7794.117647058823,-26.8951094,-49.1011775,Casa,2,2,0
"Casa para comprar com 103 m², 2 quartos, 3 banheiros, 2 vagas em Água Verde, Blumenau",Rua Tina Kreutzfeld,103.0,495000.0,4805.825242718447,-26.914748,-49.1326542,Casa,2,3,2
"Casa para comprar com 90 m², 2 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",Rua Canindé,90.0,420000.0,4666.666666666667,-26.9168441,-49.1006572,Casa,2,2,1
"Casa de condomínio para comprar com 106 m², 2 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",Rua Maria Bugmann,106.0,500000.0,4716.981132075472,-26.9139805,-49.113365,Casa,2,3,2
"Casa para comprar com 56 m², 2 quartos, 1 banheiro, 1 vaga em Escola Agrícola, Blumenau",Rua Orlando Zimmermann,56.0,370000.0,6607.142857142857,-26.8892598,-49.1013294,Casa,2,1,1
"Lote/Terreno para comprar com 374 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,374.0,419000.0,1120.3208556149732,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 2633 m² em Progresso, Blumenau",Rua Leopoldo Hoeschl,2633.0,495000.0,187.998480820357,-26.9621799,-49.0761542,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 216 m² em Água Verde, Blumenau",Rua Otto Wagner,216.0,165000.0,763.8888888888889,-26.91127,-49.127068,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 386 m² em Itoupava Central, Blumenau",,386.0,600000.0,1554.4041450777202,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 577 m² em Itoupava Central, Blumenau",,577.0,880000.0,1525.1299826689774,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 528 m² em Itoupava Central, Blumenau",,528.0,790000.0,1496.2121212121212,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 2 m² em Velha Central, Blumenau",,2.0,800000.0,400000.0,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa de condomínio para comprar com 68-70 m², 2 quartos, 1 banheiro, 1 vaga em Testo Salto, Blumenau",Rua Werner Duwe,70.0,420000.0,6000.0,-26.8635757,-49.1527825,Casa,2,1,1
"Casa para comprar com 92 m², 2 quartos, 2 banheiros, 2 vagas em Escola Agrícola, Blumenau",Rua Urano,92.0,460000.0,5000.0,-26.9070634,-49.1036403,Casa,2,2,2
"Casa para comprar com 97 m², 3 quartos, 2 banheiros, 2 vagas em Valparaiso, Blumenau",Rua Independência,97.0,555000.0,5721.649484536082,-26.9538983,-49.0739296,Casa,3,2,2
"Lote/Terreno para comprar com 528 m² em Itoupavazinha, Blumenau",Rua Luiz Maske,528.0,349000.0,660.9848484848485,-26.839798,-49.1206879,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 330 m² em Velha, Blumenau",Rua Ilhéus,330.0,700000.0,2121.212121212121,-26.9179677,-49.0908531,Lote/Terreno,0,0,0
"Casa para comprar com 204 m², 3 quartos, 2 banheiros, 1 vaga em Garcia, Blumenau",Rua Campos Novos,204.0,889000.0,4357.843137254902,-26.9462032,-49.0742927,Casa,3,2,1
"Casa para comprar com 115 m², 3 quartos, 3 banheiros, 1 vaga em Velha, Blumenau",,115.0,658000.0,5721.739130434783,-27.0797576,-48.9100801,Casa,3,3,1
"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em Água Verde, Blumenau",,54.0,300000.0,5555.555555555556,-27.0797576,-48.9100801,Apartamento,2,1,1
"Apartamento para comprar com 77 m², 2 quartos, 3 banheiros, 1 vaga em Velha, Blumenau",Rua João Pessoa,77.0,540000.0,7012.987012987013,-26.9240294,-49.1020425,Apartamento,2,3,1
"Apartamento para comprar com 76 m², 2 quartos, 3 banheiros, 1 vaga em Velha, Blumenau",,76.0,540000.0,7105.263157894737,-27.0797576,-48.9100801,Apartamento,2,3,1
"Casa para comprar com 289 m², 4 quartos, 4 banheiros, 3 vagas em Itoupava Norte, Blumenau",,289.0,745000.0,2577.8546712802768,-27.0797576,-48.9100801,Casa,4,4,3
"Apartamento para comprar com 402 m², 4 quartos, 6 banheiros, 4 vagas em Ponta Aguda, Blumenau",Avenida Brasil,402.0,6000000.0,14925.373134328358,-26.9187289,-49.0619388,Apartamento,4,6,4
"Apartamento para comprar com 118 m², 3 quartos, 1 banheiro, 3 vagas em Itoupava Seca, Blumenau",Rua Regente Feijó,118.0,750000.0,6355.932203389831,-26.8979763,-49.0892047,Apartamento,3,1,3
"Galpão/Depósito/Armazém para comprar com 299 m², 3 banheiros, 5 vagas em Valparaiso, Blumenau",Rua Antônio Zendron,299.0,1099000.0,3675.585284280936,-26.9562907,-49.091685,Galpão/Depósito/Armazém,0,3,5
"Apartamento para comprar com 110 m², 3 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",Rua Marechal Deodoro,110.0,720000.0,6545.454545454545,-26.9184744,-49.08989,Apartamento,3,3,2
"Casa para comprar com 191 m², 3 quartos, 3 banheiros, 4 vagas em Escola Agrícola, Blumenau",Rua Edmundo da Luz Pinto,191.0,770000.0,4031.413612565445,-26.903679,-49.0973758,Casa,3,3,4
"Apartamento para comprar com 60 m², 2 quartos, 2 banheiros, 1 vaga em Escola Agrícola, Blumenau",Rua Norberto Seara Heusi,60.0,532000.0,8866.666666666666,-26.8989489,-49.1107009,Apartamento,2,2,1
"Apartamento para comprar com 26 m², 1 quarto, 1 banheiro em Velha, Blumenau",Rua Princeza Izabel,26.0,269000.0,10346.153846153846,,,Apartamento,1,1,0
"Lote/Terreno para comprar com 400 m² em Valparaiso, Blumenau",,400.0,350000.0,875.0,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 135-136 m², 3 quartos, 2 banheiros, 1 vaga em Itoupavazinha, Blumenau",Rua Ary Floriano,136.0,650000.0,4779.411764705882,-26.8622096,-49.1162348,Casa,3,2,1
"Apartamento para comprar com 47 m², 2 quartos, 1 banheiro, 1 vaga em Ribeirão Fresco, Blumenau",Rua Pastor Oswald Hesse,47.0,315000.0,6702.127659574468,-26.9265554,-49.0519544,Apartamento,2,1,1
"Apartamento para comprar com 87 m², 2 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",Rua Marechal Deodoro,87.0,590000.0,6781.609195402299,-26.9184744,-49.08989,Apartamento,2,2,1
