Localidade,Endereco,M2,Preco,R$/M2,Latitude,Longitude,Tipo,Quarto,Banheiro,Vaga
"Lote/Terreno para comprar com 420 m² em Fidélis, Blumenau",,420.0,249000.0,592.8571428571429,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 350 m² em Velha Central, Blumenau",,350.0,783028.0,2237.2228571428573,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 320 m², 3 quartos, 5 banheiros, 2 vagas em Itoupavazinha, Blumenau",,320.0,1300000.0,4062.5,-27.0797576,-48.9100801,Casa,3,5,2
"Casa para comprar com 320 m², 3 quartos, 2 banheiros, 2 vagas em Escola Agrícola, Blumenau",,320.0,750000.0,2343.75,-27.0797576,-48.9100801,Casa,3,2,2
"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em Itoupava Seca, Blumenau",Rua Iguape,83.0,879000.0,10590.361445783132,-26.9051332,-49.0808271,Apartamento,3,2,2
"Apartamento para comprar com 50 m², 1 quarto, 1 banheiro em Velha, Blumenau",Rua João Pessoa,50.0,500670.0,10013.4,-26.9240294,-49.1020425,Apartamento,1,1,0
"Sobrado para comprar com 127 m², 3 quartos, 2 banheiros, 1 vaga em Velha Central, Blumenau",,127.0,750000.0,5905.511811023622,-27.0797576,-48.9100801,Sobrado,3,2,1
"Casa para comprar com 80 m², 3 quartos, 2 banheiros em Água Verde, Blumenau",Rua Benedito Novo,80.0,695000.0,8687.5,-26.9120725,-49.1154078,Casa,3,2,0
"Apartamento para comprar com 71 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Seca, Blumenau",Rua Iguape,71.0,700000.0,9859.154929577464,-26.9051332,-49.0808271,Apartamento,2,2,1
"Lote/Terreno para comprar com 302 m² em Itoupava Norte, Blumenau",Rua Primeiro de Maio,302.0,720000.0,2384.1059602649007,-26.8881088,-49.0769869,Lote/Terreno,0,0,0
"Casa para comprar com 152 m², 3 quartos, 2 banheiros, 4 vagas em Itoupavazinha, Blumenau",Rua Amsterdam,152.0,620000.0,4078.947368421053,-26.8605496,-49.1270111,Casa,3,2,4
"Apartamento para comprar com 81 m², 3 quartos, 3 banheiros, 1 vaga em Vila Nova, Blumenau",Rua Afonso Pena,81.0,821687.0,10144.283950617284,-26.9040608,-49.0874886,Apartamento,3,3,1
"Lote/Terreno para comprar com 408 m² em Salto do Norte, Blumenau",,408.0,450000.0,1102.9411764705883,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 480 m² em Vila Nova, Blumenau",Rua Osvaldo Augusto Athayde,480.0,400000.0,833.3333333333334,-26.9084721,-49.0945177,Lote/Terreno,0,0,0
"Ponto comercial/Loja/Box para comprar com 100 m², 3 banheiros em Centro, Blumenau",Rua Capitão Euclides de Castro,100.0,420000.0,4200.0,-26.9212529,-49.0660517,Ponto,0,3,0
"Apartamento para comprar com 102 m², 3 quartos, 3 banheiros em Itoupava Seca, Blumenau",Rua Iguape,102.0,1250000.0,12254.901960784313,-26.9051332,-49.0808271,Apartamento,3,3,0
"Lote/Terreno para comprar com 525 m² em Velha, Blumenau",Rua Jacó Brueckheimer,525.0,1000000.0,1904.7619047619048,-26.9169866,-49.0870125,Lote/Terreno,0,0,0
"Casa para comprar com 279 m², 5 quartos, 3 banheiros, 1 vaga em Do Salto, Blumenau",,279.0,550000.0,1971.326164874552,-27.0797576,-48.9100801,Casa,5,3,1
"Apartamento para comprar com 148 m², 3 quartos, 3 banheiros, 2 vagas em Vila Nova, Blumenau",Rua Prudente de Moraes,148.0,620000.0,4189.189189189189,-26.9046424,-49.0892962,Apartamento,3,3,2
"Apartamento para comprar com 233 m², 4 quartos, 4 banheiros, 2 vagas em Ponta Aguda, Blumenau",Rua Chile,233.0,1200000.0,5150.214592274678,-26.9145389,-49.0604259,Apartamento,4,4,2
"Lote/Terreno para comprar com 350 m² em Ponta Aguda, Blumenau",,350.0,327745.0,936.4142857142856,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 970 m² em Do Salto, Blumenau",Rua Bahia,970.0,1150000.0,1185.5670103092784,-26.9006639,-49.1441904,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 243 m² em Água Verde, Blumenau",Rua Alferes Von Seckendorf,243.0,583000.0,2399.1769547325102,-26.9104375,-49.1013855,Lote/Terreno,0,0,0
"Sala/Conjunto para comprar com 54 m², 1 vaga em Centro, Blumenau",Rua Sete de Setembro,54.0,550000.0,10185.185185185184,-26.9231016,-49.0630284,Sala/Conjunto,0,0,1
"Apartamento para comprar com 65 m², 2 quartos, 1 banheiro, 1 vaga em Fortaleza, Blumenau",Rua Leopoldo Keunecke,65.0,456000.0,7015.384615384615,-26.8743691,-49.0654821,Apartamento,2,1,1
"Galpão/Depósito/Armazém para comprar com 854 m², 15 vagas em Itoupava Central, Blumenau",Rua Professor Jacob Ineichen,854.0,3800000.0,4449.648711943794,-26.8286674,-49.1110708,Galpão/Depósito/Armazém,0,0,15
"Lote/Terreno para comprar com 406 m² em Velha Central, Blumenau",Rua José Seibt,406.0,230000.0,566.5024630541872,-26.9363308,-49.1412175,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 507 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,507.0,470000.0,927.0216962524656,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Casa para comprar com 267 m², 4 quartos, 4 banheiros, 4 vagas em Velha, Blumenau",Rua Arthur Gieseler,267.0,890000.0,3333.333333333333,-26.9190955,-49.1033856,Casa,4,4,4
"Apartamento para comprar com 126 m², 4 quartos, 3 banheiros, 1 vaga em Escola Agrícola, Blumenau",Rua Benjamin Constant,126.0,490000.0,3888.8888888888887,-26.8895159,-49.0974486,Apartamento,4,3,1
"Lote/Terreno para comprar com 731 m² em Escola Agrícola, Blumenau",,731.0,650000.0,889.1928864569084,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 422 m², 5 quartos, 5 banheiros, 3 vagas em Itoupava Norte, Blumenau",,422.0,1970000.0,4668.246445497631,-27.0797576,-48.9100801,Casa,5,5,3
"Lote/Terreno para comprar com 375 m² em Ponta Aguda, Blumenau",,375.0,390000.0,1040.0,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 31 m², 1 quarto, 1 banheiro, 1 vaga em Velha, Blumenau",Rua João Pessoa,31.0,395000.0,12741.935483870968,-26.9240294,-49.1020425,Apartamento,1,1,1
"Casa para comprar com 164 m², 4 quartos, 2 banheiros, 2 vagas em Água Verde, Blumenau",Rua Max Weise,164.0,739000.0,4506.09756097561,-26.9049975,-49.1335584,Casa,4,2,2
"Casa para comprar com 102 m², 3 quartos, 2 banheiros, 5 vagas em Escola Agrícola, Blumenau",,102.0,950000.0,9313.72549019608,-27.0797576,-48.9100801,Casa,3,2,5
"Lote/Terreno para comprar com 412 m² em Velha, Blumenau",Rua Oscar João Krieck,412.0,500000.0,1213.5922330097087,-26.9163129,-49.081783,Lote/Terreno,0,0,0
"Apartamento para comprar com 72 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Seca, Blumenau",Rua Carlos Jensen,72.0,650000.0,9027.777777777776,-26.9003013,-49.0778212,Apartamento,2,2,1
"Apartamento para comprar com 95 m², 3 quartos, 2 banheiros, 2 vagas em Velha, Blumenau",Rua Imperatriz Leopoldina,95.0,480000.0,5052.631578947368,-26.9163072,-49.1021769,Apartamento,3,2,2
"Apartamento para comprar com 110-111 m², 3 quartos, 2 banheiros, 2 vagas em Victor Konder, Blumenau",Rua Victor Konder,111.0,890000.0,8018.018018018018,-26.9096961,-49.074207,Apartamento,3,2,2
"Apartamento para comprar com 120 m², 3 quartos, 4 banheiros, 2 vagas em Itoupava Seca, Blumenau",Rua Iguape,120.0,1185000.0,9875.0,-26.9051332,-49.0808271,Apartamento,3,4,2
"Casa para comprar com 121 m², 3 quartos, 4 banheiros, 2 vagas em Fortaleza, Blumenau",Rua Artur Corrêa,121.0,890000.0,7355.371900826446,-26.8718583,-49.0742772,Casa,3,4,2
"Lote/Terreno para comprar com 282 m² em Itoupava Central, Blumenau",Rua Professor Jacob Ineichen,282.0,191241.0,678.1595744680851,-26.8286674,-49.1110708,Lote/Terreno,0,0,0
"Casa para comprar com 177 m², 3 quartos, 3 banheiros, 3 vagas em Garcia, Blumenau",Rua Goiás,177.0,1200000.0,6779.661016949152,-26.9407051,-49.066741,Casa,3,3,3
"Lote/Terreno para comprar com 375 m² em Velha Central, Blumenau",Rua Emília Zucco,375.0,500000.0,1333.3333333333333,-26.9286402,-49.1235276,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 474 m² em Salto do Norte, Blumenau",Rua Pomerode,474.0,620000.0,1308.0168776371308,-26.874557,-49.1138011,Lote/Terreno,0,0,0
"Apartamento para comprar com 83 m², 2 quartos, 3 banheiros, 1 vaga em Vila Nova, Blumenau",Rua Almirante Tamandaré,83.0,722284.0,8702.216867469879,-26.9109498,-49.0825827,Apartamento,2,3,1
"Apartamento para comprar com 124 m², 4 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",,124.0,1279000.0,10314.516129032258,-27.0797576,-48.9100801,Apartamento,4,3,2
"Apartamento para comprar com 86 m², 2 quartos, 3 banheiros, 2 vagas em Itoupava Seca, Blumenau",Rua Gustavo Persuhn,86.0,690000.0,8023.255813953488,-26.899625,-49.0818088,Apartamento,2,3,2
"Casa para comprar com 364 m², 3 quartos, 4 banheiros em Escola Agrícola, Blumenau",,364.0,1100000.0,3021.978021978022,-27.0797576,-48.9100801,Casa,3,4,0
"Casa para comprar com 251 m², 3 quartos, 5 banheiros, 4 vagas em Escola Agrícola, Blumenau",Rua Emílio Ninow,251.0,1495000.0,5956.175298804781,-26.8888287,-49.0954391,Casa,3,5,4
"Lote/Terreno para comprar com 344 m² em Água Verde, Blumenau",Rua Benedito Novo,344.0,550000.0,1598.8372093023256,-26.9120725,-49.1154078,Lote/Terreno,0,0,0
"Apartamento para comprar com 124 m², 3 quartos, 4 banheiros, 2 vagas em Velha, Blumenau",Rua Guilherme Butzke Sênior,124.0,997000.0,8040.322580645161,-26.9192103,-49.0860347,Apartamento,3,4,2
"Apartamento para comprar com 99 m², 3 quartos, 2 banheiros, 2 vagas em Itoupava Norte, Blumenau",,99.0,849000.0,8575.757575757576,-27.0797576,-48.9100801,Apartamento,3,2,2
"Lote/Terreno para comprar com 377 m² em Fortaleza, Blumenau",Rua Otto Schuhardt,377.0,286000.0,758.6206896551724,-26.8674427,-49.0557439,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 434 m² em Ponta Aguda, Blumenau",,434.0,400000.0,921.6589861751152,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 2796 m² em Do Salto, Blumenau",Rua Bahia,2796.0,2000000.0,715.307582260372,-26.9006639,-49.1441904,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 3474 m² em Itoupava Norte, Blumenau",Rua Fritz Spernau,3474.0,2000000.0,575.7052389176741,-26.885872,-49.0628642,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 413 m² em Água Verde, Blumenau",,413.0,350000.0,847.457627118644,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Sala/Conjunto para comprar com 43 m², 1 banheiro, 1 vaga em Vila Nova, Blumenau",Rua Almirante Barroso,43.0,380083.0,8839.139534883721,-26.9043183,-49.0923832,Sala/Conjunto,0,1,1
"Casa para comprar com 760 m², 3 quartos, 2 banheiros, 2 vagas em Escola Agrícola, Blumenau",Rua José Deeke,760.0,799000.0,1051.3157894736842,-26.8890972,-49.1120059,Casa,3,2,2
"Casa para comprar com 170 m², 3 quartos, 2 banheiros, 1 vaga em Velha, Blumenau",Rua Arthur Schreiber,170.0,750000.0,4411.764705882353,-26.9176552,-49.1135254,Casa,3,2,1
"Lote/Terreno para comprar com 63369 m² em Fidélis, Blumenau",Rua Frieda Beck,63369.0,3500000.0,55.23205352775016,-26.8578975,-49.0742958,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 1400 m² em Velha Central, Blumenau",Rua Wilhelm Bublitz,1400.0,1300000.0,928.5714285714286,-26.9364965,-49.1437374,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 359 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,359.0,360000.0,1002.7855153203344,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Casa para comprar com 195 m², 2 quartos, 2 banheiros, 2 vagas em Água Verde, Blumenau",Rua Otto Wagner,195.0,850000.0,4358.974358974359,-26.91127,-49.127068,Casa,2,2,2
"Lote/Terreno para comprar com 2347 m² em Ponta Aguda, Blumenau",Rua das Missões,2347.0,690000.0,293.992330634853,-26.910877,-49.0670606,Lote/Terreno,0,0,0
"Casa para comprar com 165 m², 3 quartos, 3 banheiros, 2 vagas em Fortaleza, Blumenau",Rua Nilton Persuhn,165.0,749000.0,4539.393939393939,-26.8796093,-49.0704451,Casa,3,3,2
"Apartamento para comprar com 149 m², 2 quartos, 3 banheiros, 4 vagas em Victor Konder, Blumenau",Rua Heinrich Hosang,149.0,1890000.0,12684.563758389262,-26.9105521,-49.0800114,Apartamento,2,3,4
"Apartamento para comprar com 69 m², 1 quarto, 1 banheiro, 1 vaga em Velha, Blumenau",Rua João Pessoa,69.0,706256.0,10235.59420289855,-26.9240294,-49.1020425,Apartamento,1,1,1
"Casa para comprar com 90 m², 3 quartos, 2 banheiros, 2 vagas em Passo Manso, Blumenau",Rua Arthur Mantau,90.0,700000.0,7777.777777777777,-26.9034073,-49.1387046,Casa,3,2,2
"Lote/Terreno para comprar com 354 m² em Itoupava Central, Blumenau",Rua Gustavo Zimmermann,354.0,550000.0,1553.6723163841807,-26.8408309,-49.0893773,Lote/Terreno,0,0,0
"Casa para comprar com 300 m², 3 quartos, 5 banheiros, 4 vagas em Vila Nova, Blumenau",,300.0,2800000.0,9333.333333333334,-27.0797576,-48.9100801,Casa,3,5,4
"Casa para comprar com 188 m², 3 quartos, 3 banheiros, 2 vagas em Fortaleza, Blumenau",Rua Admar Manoel dos Santos,188.0,1100000.0,5851.063829787234,-26.8728969,-49.0737793,Casa,3,3,2
"Casa para comprar com 154 m², 4 quartos, 3 banheiros, 4 vagas em Vorstadt, Blumenau",Rua Anitápolis,154.0,1230000.0,7987.012987012987,-26.9028995,-49.0416975,Casa,4,3,4
"Apartamento para comprar com 70 m², 3 quartos, 1 banheiro, 1 vaga em Fidélis, Blumenau",,70.0,628664.0,8980.914285714285,-27.0797576,-48.9100801,Apartamento,3,1,1
"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em Salto do Norte, Blumenau",,54.0,330000.0,6111.111111111111,-27.0797576,-48.9100801,Apartamento,2,1,1
"Lote/Terreno para comprar com 990 m² em Velha, Blumenau",Rua Detlef Passig,990.0,850000.0,858.5858585858585,-26.9201502,-49.0922553,Lote/Terreno,0,0,0
"Apartamento para comprar com 73 m², 1 quarto, 1 banheiro, 2 vagas em Itoupava Seca, Blumenau",Rua São Paulo,73.0,525264.0,7195.397260273972,-26.895011,-49.0806485,Apartamento,1,1,2
"Apartamento para comprar com 153 m², 3 quartos, 3 banheiros, 2 vagas em Vila Nova, Blumenau",Rua Lázio,153.0,1350000.0,8823.529411764706,-26.908252,-49.0850376,Apartamento,3,3,2
"Casa para comprar com 297 m², 3 quartos, 5 banheiros, 3 vagas em Velha Central, Blumenau",Rua Georg Bachmann,297.0,1380000.0,4646.464646464647,-26.9284554,-49.1286467,Casa,3,5,3
"Lote/Terreno para comprar com 1707 m² em Itoupava Central, Blumenau",Rua Friederich Liesenberg,1707.0,480000.0,281.195079086116,-26.790591,-49.0823477,Lote/Terreno,0,0,0
"Apartamento para comprar com 171 m², 3 quartos, 4 banheiros, 3 vagas em Itoupava Norte, Blumenau",,171.0,1399000.0,8181.286549707603,-27.0797576,-48.9100801,Apartamento,3,4,3
"Lote/Terreno para comprar com 2000 m² em Passo Manso, Blumenau",,2000.0,1000000.0,500.0,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 57 m², 1 quarto, 1 banheiro, 1 vaga em Velha, Blumenau",Rua João Pessoa,57.0,600900.0,10542.105263157897,-26.9240294,-49.1020425,Apartamento,1,1,1
"Casa para comprar com 145 m², 3 quartos, 2 banheiros, 2 vagas em Água Verde, Blumenau",Rua Denis Peschke,145.0,1098000.0,7572.413793103448,-26.9104678,-49.1371993,Casa,3,2,2
"Apartamento para comprar com 127 m², 3 quartos, 3 banheiros, 2 vagas em Victor Konder, Blumenau",Rua Timbó,127.0,980000.0,7716.535433070866,-26.909156,-49.0756143,Apartamento,3,3,2
"Casa para comprar com 169 m², 3 quartos, 3 banheiros, 2 vagas em Água Verde, Blumenau",Rua Leopoldo Gorges,169.0,850000.0,5029.585798816568,-26.9134424,-49.1029177,Casa,3,3,2
"Lote/Terreno para comprar com 1123 m² em Fortaleza, Blumenau",Rua Otto Schuhardt,1123.0,700000.0,623.3303650934996,-26.8674427,-49.0557439,Lote/Terreno,0,0,0
"Casa para comprar com 499 m², 3 quartos, 5 banheiros, 6 vagas em Vila Nova, Blumenau",Rua Hermann Mathes,499.0,3200000.0,6412.825651302605,-26.9106626,-49.0834403,Casa,3,5,6
"Apartamento para comprar com 70 m², 2 quartos, 2 banheiros, 1 vaga em Victor Konder, Blumenau",,70.0,595000.0,8500.0,-27.0797576,-48.9100801,Apartamento,2,2,1
"Apartamento para comprar com 130 m², 3 quartos, 3 banheiros, 1 vaga em Victor Konder, Blumenau",,130.0,800000.0,6153.846153846154,-27.0797576,-48.9100801,Apartamento,3,3,1
"Apartamento para comprar com 23-28 m², 1 quarto, 1 banheiro, 1 vaga em Itoupava Seca, Blumenau",Rua São Paulo,28.0,277750.0,9919.642857142857,-26.895011,-49.0806485,Apartamento,1,1,1
"Lote/Terreno para comprar com 1666 m² em Vila Nova, Blumenau",Rua Regente Feijó,1666.0,400000.0,240.0960384153661,-26.8979763,-49.0892047,Lote/Terreno,0,0,0
"Apartamento para comprar com 197 m², 3 quartos, 3 banheiros, 3 vagas em Bom Retiro, Blumenau",Rua Hermann Hering,197.0,2490000.0,12639.593908629442,-26.925906,-49.0667747,Apartamento,3,3,3
"Casa para comprar com 246 m², 3 quartos, 3 banheiros, 2 vagas em Velha, Blumenau",Rua Bruno Roedel,246.0,990000.0,4024.390243902439,-26.9186411,-49.1060901,Casa,3,3,2
"Apartamento para comprar com 58 m², 2 quartos, 2 banheiros, 1 vaga em Itoupava Seca, Blumenau",Rua Teresópolis,58.0,675199.0,11641.362068965518,-26.9038298,-49.0804466,Apartamento,2,2,1
"Lote/Terreno para comprar com 2605 m² em Ponta Aguda, Blumenau",Rua das Missões,2605.0,6450000.0,2476.007677543186,-26.910877,-49.0670606,Lote/Terreno,0,0,0
"Sala/Conjunto para comprar com 43 m², 1 banheiro em Garcia, Blumenau",Rua Prefeito Frederico Busch Júnior,43.0,300000.0,6976.744186046512,-26.9288382,-49.0563716,Sala/Conjunto,0,1,0
"Apartamento para comprar com 106-107 m², 3 quartos, 2 banheiros, 1 vaga em Vila Nova, Blumenau",Rua Afonso Pena,107.0,759000.0,7093.457943925234,-26.9040608,-49.0874886,Apartamento,3,2,1
"Casa para comprar com 161 m², 4 quartos, 4 banheiros, 2 vagas em Vila Itoupava, Blumenau",,161.0,975000.0,6055.900621118012,-27.0797576,-48.9100801,Casa,4,4,2
"Lote/Terreno para comprar com 375 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,375.0,420000.0,1120.0,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 1280 m² em Valparaiso, Blumenau",Rua Paulo Eberhard,1280.0,550000.0,429.6875,-26.9475961,-49.0792785,Lote/Terreno,0,0,0
"Apartamento para comprar com 66-68 m², 2 quartos, 1 banheiro, 1 vaga em Victor Konder, Blumenau",Rua Tocantins,68.0,420000.0,6176.470588235294,-26.9126031,-49.0702384,Apartamento,2,1,1
"Lote/Terreno para comprar com 2299 m² em Vila Formosa, Blumenau",Rua Hermann Huscher,2299.0,2470000.0,1074.3801652892562,-26.9366946,-49.0694576,Lote/Terreno,0,0,0
"Apartamento para comprar com 75 m², 3 quartos, 2 banheiros, 2 vagas em Salto Weissbach, Blumenau",Rua General Osório,75.0,672000.0,8960.0,-26.9143717,-49.1098885,Apartamento,3,2,2
"Casa para comprar com 376 m², 3 quartos, 2 banheiros, 2 vagas em Fortaleza Alta, Blumenau",Rua Villa Fortaleza,376.0,920000.0,2446.808510638298,-26.8546871,-49.0634044,Casa,3,2,2
"Apartamento para comprar com 165 m², 4 quartos, 1 banheiro, 1 vaga em Escola Agrícola, Blumenau",Rua Benjamin Constant,165.0,600000.0,3636.363636363637,-26.8895159,-49.0974486,Apartamento,4,1,1
"Lote/Terreno para comprar com 1402 m² em Victor Konder, Blumenau",Avenida Martin Luther,1402.0,2928000.0,2088.445078459344,-26.9074045,-49.072783,Lote/Terreno,0,0,0
"Casa para comprar com 172 m², 3 quartos, 3 banheiros, 2 vagas em Água Verde, Blumenau",Rua Marcelino Cardoso,172.0,698000.0,4058.139534883721,-26.9067764,-49.1218192,Casa,3,3,2
"Lote/Terreno para comprar com 803 m² em Escola Agrícola, Blumenau",,803.0,950000.0,1183.0635118306352,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 375 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,375.0,381600.0,1017.6,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Apartamento para comprar com 137 m², 3 quartos, 4 banheiros, 3 vagas em Victor Konder, Blumenau",Rua Timbó,137.0,1989000.0,14518.248175182482,-26.909156,-49.0756143,Apartamento,3,4,3
"Lote/Terreno para comprar com 3075 m² em Do Salto, Blumenau",Rua Bahia,3075.0,2000000.0,650.4065040650406,-26.9006639,-49.1441904,Lote/Terreno,0,0,0
"Casa para comprar com 208 m², 3 quartos, 4 banheiros, 3 vagas em Itoupava Norte, Blumenau",Rua Siderópolis,208.0,950000.0,4567.307692307692,-26.879532,-49.0835599,Casa,3,4,3
"Lote/Terreno para comprar com 387 m² em Velha Central, Blumenau",,387.0,596312.0,1540.857881136951,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 240 m², 3 quartos, 2 banheiros, 1 vaga em Progresso, Blumenau",Rua Laércio França,240.0,850000.0,3541.6666666666665,-26.9660142,-49.0720431,Casa,3,2,1
"Lote/Terreno para comprar com 447 m² em Badenfurt, Blumenau",,447.0,468000.0,1046.979865771812,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Sala/Conjunto para comprar com 97 m², 2 banheiros, 2 vagas em Garcia, Blumenau",Rua Prefeito Frederico Busch Júnior,97.0,715000.0,7371.134020618557,-26.9288382,-49.0563716,Sala/Conjunto,0,2,2
"Lote/Terreno para comprar com 297 m² em Velha, Blumenau",Rua Fritz Wolfram Neto,297.0,490000.0,1649.83164983165,-26.9209413,-49.0962637,Lote/Terreno,0,0,0
"Casa para comprar com 137 m², 2 quartos, 1 banheiro, 1 vaga em Velha, Blumenau",Rua Frederico Wolfram Sênior,137.0,620000.0,4525.5474452554745,-26.9215254,-49.094561,Casa,2,1,1
"Lote/Terreno para comprar com 394 m² em Velha, Blumenau",Rua Princeza Izabel,394.0,600000.0,1522.8426395939086,,,Lote/Terreno,0,0,0
"Apartamento para comprar com 155 m², 3 quartos, 4 banheiros, 2 vagas em Jardim Blumenau, Blumenau",,155.0,1250000.0,8064.516129032258,-27.0797576,-48.9100801,Apartamento,3,4,2
"Casa para comprar com 281 m², 4 quartos, 3 banheiros em Água Verde, Blumenau",Rua Benjamin Constante Margarida,281.0,530000.0,1886.1209964412808,-26.9128369,-49.1173707,Casa,4,3,0
"Casa para comprar com 280 m², 5 quartos, 1 banheiro, 3 vagas em Progresso, Blumenau",,280.0,719900.0,2571.0714285714284,-27.0797576,-48.9100801,Casa,5,1,3
"Lote/Terreno para comprar com 236 m² em Água Verde, Blumenau",Rua Otto Wagner,236.0,200000.0,847.457627118644,-26.91127,-49.127068,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 350 m² em Velha Central, Blumenau",,350.0,638786.0,1825.1028571428567,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Apartamento para comprar com 98 m², 2 quartos, 2 banheiros, 82 vagas em Vila Nova, Blumenau",Rua Prudente de Moraes,98.0,650000.0,6632.65306122449,-26.9046424,-49.0892962,Apartamento,2,2,82
"Sobrado para comprar com 66 m², 2 quartos, 2 banheiros, 1 vaga em Escola Agrícola, Blumenau",Rua Augusto Bork,66.0,520000.0,7878.787878787879,-26.892545,-49.104597,Sobrado,2,2,1
"Casa para comprar com 77 m², 2 quartos, 1 banheiro, 1 vaga em Fortaleza, Blumenau",Rua Oswaldo Bonetti Kuestner,77.0,320000.0,4155.844155844156,-26.8661647,-49.0726565,Casa,2,1,1
"Casa para comprar com 92 m², 2 quartos, 2 banheiros, 2 vagas em Água Verde, Blumenau",Rua Max Weise,92.0,515000.0,5597.826086956522,-26.9049975,-49.1335584,Casa,2,2,2
"Casa para comprar com 298 m², 4 quartos, 2 banheiros, 3 vagas em Salto Weissbach, Blumenau",Rua Água Branca,298.0,950000.0,3187.9194630872485,-26.908627,-49.1216181,Casa,4,2,3
"Lote/Terreno para comprar com 370 m² em Ponta Aguda, Blumenau",Rua Silvano Cândido da Silva Sênior,370.0,520000.0,1405.4054054054054,-26.9067767,-49.024969,Lote/Terreno,0,0,0
"Apartamento para comprar com 142 m², 3 quartos, 2 banheiros, 3 vagas em Água Verde, Blumenau",,142.0,1200000.0,8450.704225352112,-27.0797576,-48.9100801,Apartamento,3,2,3
"Lote/Terreno para comprar com 684 m² em Do Salto, Blumenau",,684.0,359000.0,524.8538011695906,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Lote/Terreno para comprar com 331 m² em Velha Central, Blumenau",Rua Divinópolis,331.0,540900.0,1634.1389728096676,-26.9200181,-49.1343444,Lote/Terreno,0,0,0
"Apartamento para comprar com 35 m², 1 quarto, 1 banheiro, 1 vaga em Fortaleza, Blumenau",Rua Miguel Servet,35.0,244361.0,6981.742857142857,-26.8754641,-49.0735991,Apartamento,1,1,1
"Lote/Terreno para comprar com 250 m² em Itoupava Norte, Blumenau",,250.0,724000.0,2896.0,-27.0797576,-48.9100801,Lote/Terreno,0,0,0
"Casa para comprar com 239 m², 3 quartos, 3 banheiros, 4 vagas em Escola Agrícola, Blumenau",,239.0,1100000.0,4602.510460251046,-27.0797576,-48.9100801,Casa,3,3,4
"Apartamento para comprar com 94 m², 3 quartos, 3 banheiros, 1 vaga em Vila Nova, Blumenau",Rua Almirante Tamandaré,94.0,820000.0,8723.404255319148,-26.9109498,-49.0825827,Apartamento,3,3,1
"Sala/Conjunto para comprar com 43 m², 1 banheiro, 1 vaga em Vila Formosa, Blumenau",Rua Hermann Huscher,43.0,380000.0,8837.209302325582,-26.9366946,-49.0694576,Sala/Conjunto,0,1,1
"Apartamento para comprar com 225 m², 4 quartos, 4 banheiros, 2 vagas em Jardim Blumenau, Blumenau",Rua Nereu Ramos,225.0,1600000.0,7111.111111111111,-26.9240974,-49.0620675,Apartamento,4,4,2
"Apartamento para comprar com 93 m², 3 quartos, 2 banheiros, 1 vaga em Escola Agrícola, Blumenau",Rua Gottlieb Reif,93.0,430000.0,4623.655913978495,-26.8904345,-49.0994623,Apartamento,3,2,1
"Casa para comprar com 220 m², 3 quartos, 3 banheiros, 3 vagas em Água Verde, Blumenau",Rua Otto Wille,220.0,680000.0,3090.909090909091,,,Casa,3,3,3
